overall,reviewText
5,true gon na take player shop suddenli would play vcr tape either tape almost everyth watch view later night camper van camp time trailhead campground ski area 2nd time occur play fine one day next time turn noth black gray snow think could clean problem use dri head cleaner sever time without success turn wet type cleaner much better clean compon insid vcr dri one take repair shop receiv cleaner amazon gave tri bingo perfect pictur problem whatsoev sinc dinosaur like still use vcr know older tape tend get soft leav much residu tape head newer tape happen pictur total instantli go degrad slowli time find real use tape head cleaner save innumer expens trip repair shop fast easi use effect thank
5,wife stage life dozen vh format video tape preciou memori children two practic new vcr determin would need lot clean transfer video digit format hard find good qualiti wet cleaner type vcr cleaner store day delight find product nbsp maxel vh wet cleaner nbsp avail good price help ensur obtain digit copi memori abl hand children
5,work intend rememb vcr start eat tape also eat cleaner product clean head fix sticki pulli devour favorit 80 movi
2,base review look like peopl great result cleaner other luck second group insert tape deck recent funai wo play necessari clean process power complet mayb fine product video deck mind like tast
5,bought head cleaner vh dvd transfer suppos altern open case clean head cloth alcohol done old vh tape found need clean unit everi 30 hour play know static screen video play hear squeal nois tape play also old tape get stuck hard turn cassett hous gentli drop cassett flat surfac time side loosen find unwant vh tape swap tape reel tape cassett goodwil vh tape last tape transfer broke vcr wet tape head get wet vcr play head dew sensor play tape sens wet peopl ca get play tri fast forward revers play
3,abl use one time everi time tri use vcr shut matter mani time tri get clean vcr shut vcr six month old go tri return see compani replac
2,hello fellow amazonian read low high comment buy cleaner custom serviss great got bad one notifi amazon supplier promptli offer replac refund thought mayb got lemon ask replac unfortun 2 work either tri cleaner 3 differ brand hous experienc 1 star comment tape would progress turn machin would rewind would progress machin regular tape play rewind eject fine origin replac head cleaner tape problem given product 2 star fine custom servic buy one experi low start comment experienc seem get money back without problem
1,seen improv pictur qualiti durabl machin use fact may reason last vcr broke nice jvc one piss got new goodwil vcr threw tape away
4,press play counter move think work first video head clean well play well liquid clean solut insid cassett small compart
5,work intend issu use listen audio book commut car edit still work great would like add use use first place cassett player work chang back cassett work great sure happen might stereo car
