overall,vote,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime
4,,False,2016-08-01,A1CCNU57AM2WGX,B00005119M,{'Style:': ' 4 Outlet'},Rich,"I do not expect these suppressors to retard a lightening strike.  If you do, you are fooling yourself.  But I do feel they are worth the cost to suppress line variations that could possibly damage equipment.  From reading other reviews, it would appear the equipment warranty is not worth the paper it is written on.  Why make claims you are not willing to stand behind?  It only makes you look bad.",Ok suppressor,1470009600.0
5,,True,2016-09-25,A2LRMSRF5UD7K3,B0000510R4,{'Style:': ' Direct Plug-in 2 Outlet (Black)'},Mark Peasley,"I have a whole house surge protection system, but adding a level 3 device adds that much more protection for those extremely expensive devices (4K projector and dedicated home theater sound system)...When I opened it up, I could definitely tell this was not cheaply made and was going to do its job.  Very hefty, had a secure tab if you wanted to secure.  Mine is secured to the ceiling where my projector is installed, so the secure tab was great to ensure it wasn't going come loose and fall out.  Took some slight bending to work with the cover still on, the secure tab is designed to work without the outlet cover plate.

Definitely will purchase again for those very expensive items that need protecting.",Great surge protector!,1474761600.0
5,,True,2016-09-18,A3NZXK9Z9D4QYJ,B0000510R4,{'Style:': ' 6 Outlet'},Mark Twain,"Many years ago I have an Isobar on my home stereo. There was a lightning strike near by home during a storm.  My stereo was damaged and I submitted a claim to Tripp-Lite.  They honored there guarantee and paid to have my stereo repaired. Ever since, I only buy Isobars for my home entertainment and computer equipment!",Great product with great guarntee,1474156800.0
5,,True,2017-11-10,A127V75JXLC2XM,B0000511AN,{'Style:': ' 350VA Compact'},Beatle,"As a tec I always open these things up and remove the beep maker off the board.  I'm sure that voids warranties  I don't care.  There is no ""Mute"" function on this unit.  I don't like waking up in the middle of the night if the power blips.  I use this one for my wi-fi router, cable modem and OOMA phone box.  All those things take a long time to boot and get happy, so this saves trouble when the power glitches.  I've found it is almost the same cost to buy another unit than replace a battery by the time you pay shipping on the lead-acid gell cell.  These last four or five years then need battery replacement and for the cost...I'm ok with it.  Works just fine to keep those boxes on-line.",I don't like waking up in the middle of the night if ...,1510272000.0
1,2.0,True,2016-05-06,A274G8JL241DY4,B0000510R4,{'Style:': ' Direct Plug-in 2 Outlet (Black)'},JR,"I bought 2 of these and they both broke in the same way.  Although they have metal housing there is a small plastic part that holds the assembly together, and the part broke on both of them.  When this happened the housing pulls away from the plug, leaving the entire thing dangling from the wall.  For the second unit when this happened one of the prongs pulled away with the unit, leaving one prong in the outlet and one out causing a fire hazard.  They replaced my first unit under warranty but after the second one failed I think it is time to find another option.",Fire hazard,1462492800.0
5,,True,2016-04-09,A3158NYF4N1UDH,B0000510R4,"{'Style:': ' 8 Outlet, 25ft Cord'}",David K. H.,"Tripp Lite stands behind their products. I had one of these go out after almost 20 years and they replaced it under warranty, no questions asked. I was so impressed that I ended up buying another one for my office.",Tripp Lite stands behind their products. I had one ...,1460160000.0
5,6.0,True,2016-03-13,A25TT44FXNV0F0,B0000510R4,{'Style:': ' Direct Plug-in 2 Outlet'},RSL1,"I have used these for several years and like the heavy duty construction. These are designed to give surge protection and can break the circuit during a surge. You can plug it into the lower part of your wall receptacle and secure it in place to the center screw and bracket. One green LED lights tell you the protection its still OK. A second green LED tells you the line is OK. The red LED indicates that you have a fault. At one time I wondered if surge protectors really did anything. My parents house took a direct lightning hit to a NO LONGER USED roof top TV antenna. First lightning hit since the house was built in the 50s. The antenna ground cable clamped to a copper cold water pipe in the basement melted a hole and melted its self to the pipe. Proof enough for me that it was a lightning strike. So water was spraying out and all of that. The furnace board was burned out. The Uniden base telephone on an un-protected outlet was burned out. The Direct TV box on an un-protected outlet was burned out. The good part is that I had both TVs, another Direct TV box and audio system on quality surge protectors. Everything on those surge protectors still works to this day. So basically everything electronic that was not on a surge protector was destroyed through out the house. Nothing is certain with lightning. I do believe the surge protectors saved us a lot of money. I hope this review helps.",They Work,1457827200.0
3,,False,2017-06-13,A3S9PUDFAHOB66,B00005115S,{'Style:': ' 15A + 15 ft. Cord'},Cal,"Why, why do they have to have a hidden mounting in the back? This always a huge pain and never very secure. JUST PUT TABS ON THE END WHERE WE CAN RUN SCREWS IN TIGHT THAT WE CAN SEE! Or just run screws through a tube in the body.",NEED EXPOSED SCREWS ON THESE POWER STRIPS.,1497312000.0
4,,False,2017-09-08,A3PWSY4OH28RVU,B0000510ZO,"{'Size:': ' 1ft', 'Style:': ' 18 AWG'}",theducks,"Nice quality, firm connection
I got rid of another  coiled up, power brick cord in my crowded Media center patch panel. Now ther is jst enough cord to get from the surge block to the power brick secured to the side.",Just long enough,1504828800.0
4,,True,2016-08-07,A3F7U4GXG2GKZZ,B00005115S,{'Style:': ' 15A + Right Angle Outlet'},sherry,"Nice power strip for under the bench.  15' cord with right angle plug is great.  Took off 1 star since the mounting brackets do not hold the strip as well as it should.  When removing tight fitting plugs from power tools, sometimes the powerstrip pops out from the mounting brackets.  I will probably use some hose clamps instead to hold these securely to the underside of work benches.",Nice power strip but mouting supports could be better.,1470528000.0
5,6.0,True,2017-02-13,A2NEQ89J8NI997,B0000512LA,{'Size:': ' 1800W'},bookworm,"If you live somewhere with dodgy power you need something like this to protect your equipment.  It doesn't make sense to buy a bunch of expensive electronics and then plug them into a cheap power strip from the hardware store.  You'll be surprised by how often you hear the Power Conditioner clicking as it adjusts for momentary sags and surges.  Also, paper warranties sound great, but its much better to prevent the damage from happening in the first place with an AVR instead of trying to find out if a company is really going to honor that warranty.

I chose a Power Conditioner instead of a UPS because batteries will always wear out.  If you live in Hawaii, buying a replacement battery is unlikely to ever happen with the new Federal regulations on air shipments of large batteries.  I fully expect this Power Conditioner to last many years unlike the ""home"" UPS you often see in stores that are only designed to last a couple of years.

To address some other reviewer's concerns, my unit didn't hum.  This could be dependent on your local power company or housing wiring.

This won't supply power for your equipment if the power goes out for more than a second, but for momentary power fluctuations, which do the majority of the damage where I live, I think this is the best protection I can buy.  Recommended.",Great effective insurance for your equipment,1486944000.0
